Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	5.090684	3.929217	9.806295	20.757999	
0.100000	3.525604	2.937775	27.528133	35.125999	
0.100000	2.982644	2.612008	36.201195	41.478001	
0.100000	2.725721	2.519063	40.663250	42.972000	
0.100000	2.575334	2.312004	43.386307	46.688000	
0.100000	2.475951	2.143784	45.089165	49.877998	
0.100000	2.403428	2.152119	46.488823	50.125999	
0.100000	2.349700	2.245036	47.558670	48.691998	
0.100000	2.307005	2.129344	48.383091	50.483997	
0.100000	2.278558	1.980024	48.857399	53.444000	
0.100000	2.250711	2.002448	49.353329	52.829998	
0.100000	2.226168	1.990639	49.858551	53.265999	
0.100000	2.208796	1.989988	50.176891	52.809998	
0.100000	2.193956	1.909603	50.471577	55.275997	
0.100000	2.181984	1.928487	50.752289	54.115997	
0.100000	2.168314	2.111768	51.011692	50.995998	
0.100000	2.157996	1.884001	51.184601	54.993999	
0.100000	2.148303	1.879669	51.317619	55.613998	
0.100000	2.139947	1.914407	51.556881	54.855999	
0.100000	2.134752	1.945384	51.659454	54.133999	
0.100000	2.122896	1.901065	51.909565	55.090000	
0.100000	2.116012	1.871081	51.965694	55.565998	
0.100000	2.111831	1.851678	52.073418	55.882000	
0.100000	2.109823	1.987190	52.133606	53.469997	
0.100000	2.103908	1.753293	52.198631	57.953999	
0.100000	2.097801	1.830018	52.347733	56.531998	
0.100000	2.091727	1.824227	52.448902	56.433998	
0.100000	2.087682	1.841179	52.531719	56.368000	
0.100000	2.087861	1.788857	52.525242	57.225998	
0.100000	2.085217	1.803042	52.595974	56.987999	
0.010000	1.540227	1.164712	63.865852	70.734001	
0.010000	1.422777	1.123130	66.308006	71.430000	
0.010000	1.373246	1.100338	67.373177	72.077995	
0.010000	1.343252	1.096943	68.013885	72.323997	
0.010000	1.320656	1.072544	68.437775	72.832001	
0.010000	1.305897	1.067496	68.802513	72.944000	
0.010000	1.293634	1.079665	69.000900	72.729996	
0.010000	1.286176	1.079809	69.161469	72.639999	
0.010000	1.281877	1.065803	69.277077	72.925995	
0.010000	1.278882	1.066664	69.325012	72.855995	
0.010000	1.277934	1.077263	69.325180	72.703995	
0.010000	1.275707	1.074018	69.367058	72.748001	
0.010000	1.273937	1.067007	69.405388	72.961998	
0.010000	1.275195	1.113939	69.381760	71.643997	
0.010000	1.272292	1.085432	69.417969	72.456001	
0.010000	1.271141	1.097221	69.437576	72.613998	
0.010000	1.267459	1.094503	69.496155	72.323997	
0.010000	1.265860	1.076222	69.553680	72.888000	
0.010000	1.264428	1.092195	69.570221	72.489998	
0.010000	1.263649	1.111524	69.611351	72.089996	
0.010000	1.261406	1.076645	69.656509	72.835999	
0.010000	1.257469	1.084240	69.731773	72.613998	
0.010000	1.257112	1.082265	69.748123	72.535995	
0.010000	1.250620	1.075229	69.885857	72.792000	
0.010000	1.247484	1.086635	69.941956	72.612000	
0.010000	1.246797	1.068092	69.925125	72.895996	
0.010000	1.241687	1.088728	70.045288	72.673996	
0.010000	1.237307	1.073246	70.118843	72.895996	
0.010000	1.236094	1.070112	70.176674	72.998001	
0.010000	1.231079	1.086314	70.270699	72.594002	
0.001000	1.036673	0.913016	74.803497	76.773994	
0.001000	0.983205	0.903753	75.988800	76.939995	
0.001000	0.961365	0.895224	76.484436	77.112000	
0.001000	0.944287	0.889773	76.860085	77.372002	
0.001000	0.935191	0.885971	77.089180	77.375999	
0.001000	0.923495	0.881393	77.353043	77.453995	
0.001000	0.915139	0.881617	77.537643	77.587997	
0.001000	0.905704	0.876915	77.754387	77.631996	
0.001000	0.899440	0.877414	77.895508	77.636002	
0.001000	0.894103	0.873199	78.058014	77.739998	
0.001000	0.887056	0.873553	78.168991	77.734001	
0.001000	0.877437	0.876682	78.393005	77.846001	
0.001000	0.874857	0.877092	78.494087	77.639999	
0.001000	0.868747	0.878083	78.656540	77.517998	
0.001000	0.865948	0.874351	78.730103	77.839996	
0.001000	0.860524	0.874828	78.822426	77.764000	
0.001000	0.854600	0.878174	79.005310	77.875999	
0.001000	0.849857	0.875007	79.068535	77.874001	
0.001000	0.845140	0.873622	79.172035	77.905998	
0.001000	0.840678	0.874932	79.259384	77.776001	
0.001000	0.837918	0.879548	79.348419	77.821999	
0.001000	0.833451	0.881536	79.461166	77.804001	
0.001000	0.831609	0.879019	79.542900	77.895996	
0.001000	0.825203	0.877949	79.642288	77.891998	
0.001000	0.825086	0.879418	79.726379	77.911995	
0.001000	0.818378	0.881910	79.843407	77.680000	
0.001000	0.814885	0.882090	79.904289	77.736000	
0.001000	0.812387	0.885634	79.942383	77.643997	
0.001000	0.808195	0.879093	80.062553	77.771996	
0.001000	0.805406	0.882420	80.157677	77.820000	
0.000100	0.778735	0.867788	80.863670	78.139999	
0.000100	0.765113	0.866777	81.146584	78.199997	
0.000100	0.762159	0.867001	81.250801	78.253998	
0.000100	0.759085	0.866934	81.294525	78.199997	
0.000100	0.756077	0.867644	81.404640	78.220001	
0.000100	0.754129	0.867470	81.448837	78.283997	
0.000100	0.754949	0.864540	81.443596	78.250000	
0.000100	0.749780	0.867076	81.504448	78.295998	
0.000100	0.750227	0.866178	81.510933	78.353996	
0.000100	0.749079	0.863593	81.547714	78.325996	
